主体ID,销售组织,客戶編碼,客户,客名,销售部门,销售业务员,商品名称,销售数量,数量,主计量,合计含税金额,线索客户编码,线索客户名称,ERP订单号,ERP订单状态,要求送货日期,创建时间,商品編碼,小類編碼,小類,客戶屬性,訂單總金額
2554097805722910727,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,3,36,千克,568.8,,,14755424,已登记,2026-06-04 00:00:00,2026-06-04 09:22:02,1300609001,1300609,去皮上腿肉,批發-飛機,568.8
2554097384798814213,香港事业部,NFT00.003501,明記海鮮食品有限公司,明記海鮮,分销业务冻品水产部销售部,许至邦,金鷹寸骨|10KG (1K*10包),1,10,千克,485,,,14755422,已登记,2026-06-05 00:00:00,2026-06-04 09:21:14,1300111003,1300111,寸骨,批發-加工,485
2553552284746776579,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (300克+/塊),4,60,千克,886.8,,,14756616,已登记,2026-06-04 00:00:00,2026-06-03 15:43:35,1300607015,1300607,帶皮腿扒,批發-飛機,886.8
2553519831956586502,香港事业部,NFT00.000091,恆昌凍肉食品有限公司,恆昌,分销业务冻品水产部销售部,谭小君,高峰網裝羊肩卷肉| 18KG,5,90,千克,7200,,,14755266,已登记,2026-06-03 00:00:00,2026-06-03 14:40:37,1300503009,1300503,羊肩卷肉,批發-加工,7200
2553505237675016193,香港事业部,NFT00.002547,先進食品國際有限公司,先進,分销业务冻品水产部销售部,岑美玉,高峰法式羊排 8 支骨|20KG,10,200,千克,18600,,,14756530,已登记,2026-06-04 00:00:00,2026-06-03 14:12:20,1300501020,1300501,羊排,批發-加工,18600
2553462665959178242,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,至尊梅肉|25KG,1,25,千克,1610.1,,,14755194,已登记,2026-06-04 00:00:00,2026-06-03 12:49:43,1300101043,1300101,一號肉,凍肉店,1610.1
2553462665959178242,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,1610.1,,,14755194,已登记,2026-06-04 00:00:00,2026-06-03 12:49:43,1300607015,1300607,帶皮腿扒,凍肉店,0
2553450536971534341,香港事业部,NFT00.001511,福永行貿易有限公司,福永行,分销业务冻品水产部销售部,岑美玉,中國金鯧魚(200-300G)|10KG(藍帶),2,20,千克,660,,,14756417,已关闭,2026-06-04 00:00:00,2026-06-03 12:26:10,1800108095,1800108,魚.其他,批發-加工,660
2553430926150860806,香港事业部,NFT00.003074,信隆(亞洲)有限公司,信隆,分销业务冻品水产部销售部,谭小君,高峰法式羊排 8 支骨|20KG,15,300,千克,27900,,,14755164,已登记,2026-06-04 00:00:00,2026-06-03 11:48:07,1300501020,1300501,羊排,批發-加工,27900
2553429551761326089,香港事业部,NFT00.003074,信隆(亞洲)有限公司,信隆,分销业务冻品水产部销售部,谭小君,華英煙熏鴨胸肉|10KG (240-260G/塊)日文包裝,15,150,千克,3120,,,14756358,已登记,2026-06-04 00:00:00,2026-06-03 11:45:27,1300904024,1300904,煙熏鴨胸,批發-加工,3120
2553399821997703171,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,遼寧欣城小雞胸肉|12KG (2KG*6),1,12,千克,141.6,,,14755113,已登记,2026-06-03 00:00:00,2026-06-03 10:47:46,1300613016,1300613,小胸肉,批發-飛機,141.6
2553383982158315524,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,520,,,14756175,已登记,2026-06-03 00:00:00,2026-06-03 10:17:03,1300111003,1300111,寸骨,批發-飛機,520
2553383088787816449,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,遼寧欣城雞翅尖IQF|10KG,1,10,千克,97,,,14756181,已关闭,2026-06-03 00:00:00,2026-06-03 10:15:19,1300627002,1300627,翅尖,凍肉店,97
2553370152346320903,香港事业部,NFT00.000270,永進食品有限公司,永進,分销业务冻品水产部销售部,许至邦,華王樂雞肉腸｜10.88KG(340.2g*32),5,160,包,1104,,,14756173,已登记,2026-06-03 00:00:00,2026-06-03 09:50:12,1310501001,1310501,腸類.雞肉腸,批發-飛機,1104
2553334151947747328,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (300克+/塊),7,105,千克,1551.9,,,14756041,已登记,2026-06-03 00:00:00,2026-06-03 08:40:24,1300607015,1300607,帶皮腿扒,批發-飛機,1551.9
2552813095088029703,香港事业部,#N/A,華潤膳食管理部,#N/A,分销业务销售发展部销售部,黎文欣,高富牌特級珍珠米(綠袋)|25KG,5,5,包,1025,,,14755797,已登记,2026-06-05 00:00:00,2026-06-02 15:49:23,#N/A,#N/A,#N/A,,1025
2552772688053010436,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧欣城帶骨雞全腿 240-260G|15KG,2,30,千克,450,,,14754956,已登记,2026-06-03 00:00:00,2026-06-02 14:30:58,1300603038,1300603,帶骨全腿,批發-飛機,450
2552688987713044488,香港事业部,NFT00.002551,溢利食品(香港)有限公司,溢利,分销业务冻品水产部销售部,凌靖翔,中國紅布腸|20KG,2,40,千克,980,,,14753466,已登记,2026-06-03 00:00:00,2026-06-02 11:48:34,1300114011,1300114,熟食,批發-飛機,980
2552643710185111560,香港事业部,NFT00.000185,萬駿貿易公司,萬駿,分销业务冻品水产部销售部,岑美玉,中國梅肉|25KG,10,250,千克,6500,,,14754661,已登记,2026-06-02 00:00:00,2026-06-02 10:20:44,1300101040,1300101,一號肉,批發-加工,6500
2552639037260693511,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,山東鴨胸肉|10KG(220-240克/塊),1,10,千克,132,,,14754655,已关闭,2026-06-02 00:00:00,2026-06-02 10:11:40,1300903006,1300903,生鴨胸,凍肉店,132
2552134309866635265,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,金鷹梅肉|25KG,1,25,千克,840,,,14753256,已登记,2026-06-02 00:00:00,2026-06-01 17:52:22,1300101018,1300101,一號肉,批發-飛機,840
2552131698543820806,香港事业部,NFT00.001511,福永行貿易有限公司,福永行,分销业务冻品水产部销售部,岑美玉,中國金鯧魚(200-300G)|10KG(藍帶),1,10,千克,330,,,14754326,已关闭,2026-06-02 00:00:00,2026-06-01 17:47:18,1800108095,1800108,魚.其他,批發-加工,330
2552045172132675584,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,金鷹寸骨|10KG (1K*10包),1,10,千克,520,,,14754177,已登记,2026-06-02 00:00:00,2026-06-01 14:59:24,1300111003,1300111,寸骨,批發-飛機,520
2551951327097257989,香港事业部,NFT00.000385,誠信凍肉有限公司,誠信,分销业务冻品水产部销售部,李华兴,金鷹面精肉|25KG,2,50,千克,1630,,,14753939,已登记,2026-06-01 00:00:00,2026-06-01 11:57:20,1300109002,1300109,面精肉,凍肉店,1630
2551944197434245127,香港事业部,NFT00.000881,明興食品有限公司(元朗),明興,分销业务冻品水产部销售部,许至邦,金鷹面精肉|25KG,5,125,千克,4075,,,14752993,已登记,2026-06-02 00:00:00,2026-06-01 11:43:30,1300109002,1300109,面精肉,批發-加工,4075
2551923719047479304,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹面精肉|25KG,1,25,千克,2000.1,,,14752954,已登记,2026-06-02 00:00:00,2026-06-01 11:03:45,1300109002,1300109,面精肉,凍肉店,2000.1
2551923719047479304,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,2000.1,,,14752954,已登记,2026-06-02 00:00:00,2026-06-01 11:03:45,1300111003,1300111,寸骨,凍肉店,0
2551923719047479304,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,2000.1,,,14752954,已登记,2026-06-02 00:00:00,2026-06-01 11:03:45,1300607015,1300607,帶皮腿扒,凍肉店,0
2551915859240026115,香港事业部,NFT00.001991,昭楠貿易有限公司,昭楠,分销业务冻品水产部销售部,莫艺生,河南去皮上腿肉|12KG,20,240,千克,3768,,,14752957,已登记,2026-06-01 00:00:00,2026-06-01 10:48:30,1300609001,1300609,去皮上腿肉,批發-飛機,3768
2551911306591993856,香港事业部,NFT00.000116,新協興凍肉食品公司,新協興,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,5,60,千克,942,,,14752959,已登记,2026-06-01 00:00:00,2026-06-01 10:39:39,1300609001,1300609,去皮上腿肉,批發-加工,942
2551911272232255489,香港事业部,NFT00.000116,新協興凍肉食品公司,新協興,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,5,60,千克,942,,,14752958,已登记,2026-06-01 00:00:00,2026-06-01 10:39:37,1300609001,1300609,去皮上腿肉,批發-加工,942
2551908832690831362,香港事业部,NFT00.003177,翎凰凍肉有限公司,翎凰,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,5,125,千克,4075,,,14753755,已登记,2026-06-02 00:00:00,2026-06-01 10:34:52,1300109002,1300109,面精肉,批發-加工,4075
2551908282935017480,香港事业部,NFT00.000337,新城發食品有限公司,新城發,分销业务冻品水产部销售部,许至邦,金鷹面精肉|25KG,4,100,千克,3260,,,14753752,已登记,2026-06-02 00:00:00,2026-06-01 10:33:49,1300109002,1300109,面精肉,批發-加工,3260
2551905920685703171,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,遼寧欣城琵琶腿130-150G|10KG(5KG*2),1,10,千克,229,,,14752924,已登记,2026-06-01 00:00:00,2026-06-01 10:29:12,1300624103,1300624,琵琶腿,凍肉店,229
2551905920685703171,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,遼寧欣城雞翅尖IQF|10KG,1,10,千克,229,,,14752924,已登记,2026-06-01 00:00:00,2026-06-01 10:29:12,1300627002,1300627,翅尖,凍肉店,0
2551905628627927046,香港事业部,NFT00.000362,三興行貿易有限公司,三興行,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,10,250,千克,8150,,,14753747,已登记,2026-06-01 00:00:00,2026-06-01 10:28:39,1300109002,1300109,面精肉,批發-加工,8150
2551905319390281730,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,1,25,千克,815,,,14753745,已登记,2026-06-01 00:00:00,2026-06-01 10:28:04,1300109002,1300109,面精肉,凍肉店,815
2551896884091813888,香港事业部,NFT00.000140,聯合林記食品有限公司,聯合林記,分销业务冻品水产部销售部,莫艺生,河南去皮上腿肉|12KG,20,240,千克,3768,,,14752913,已登记,2026-06-01 00:00:00,2026-06-01 10:11:43,1300609001,1300609,去皮上腿肉,批發-加工,3768
2551884720727130118,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,3,36,千克,565.2,,,14753696,已登记,2026-06-01 00:00:00,2026-06-01 09:48:06,1300609001,1300609,去皮上腿肉,批發-飛機,565.2
2551873837280002051,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (250克+/塊),12,180,千克,2660.4,,,14753621,已登记,2026-06-01 00:00:00,2026-06-01 09:26:58,1300607014,1300607,帶皮腿扒,批發-飛機,2660.4
2550455347038388226,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,8,96,千克,1738.5,,,14752627,已登记,2026-06-01 00:00:00,2026-05-30 11:34:45,1300609001,1300609,去皮上腿肉,批發-飛機,1738.5
2550455347038388226,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (250克+/塊),1,15,千克,1738.5,,,14752627,已登记,2026-06-01 00:00:00,2026-05-30 11:34:45,1300607014,1300607,帶皮腿扒,批發-飛機,0
2550435607351394311,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,2,50,千克,1670,,,14751442,已登记,2026-06-01 00:00:00,2026-05-30 10:56:24,1300109002,1300109,面精肉,批發-飛機,1670
2550435555811786755,香港事业部,NFT00.000135,同榮泰凍肉食品有限公司,同榮泰,分销业务冻品水产部销售部,李华兴,金鷹面精肉|25KG,5,125,千克,4175,,,14752619,已登记,2026-06-01 00:00:00,2026-05-30 10:56:21,1300109002,1300109,面精肉,批發-加工,4175
2550408549057429506,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,遼寧欣城琵琶腿130-150G|10KG(5KG*2),1,10,千克,132,,,14751405,已登记,2026-05-30 00:00:00,2026-05-30 10:03:57,1300624103,1300624,琵琶腿,凍肉店,132
2550402029314375687,香港事业部,NFT00.000169,福源食品有限公司,福源,分销业务冻品水产部销售部,罗展勤,遼寧銘川帶皮腿扒|15KG (300克+/塊),5,75,千克,1108.5,,,14752573,已登记,2026-05-30 00:00:00,2026-05-30 09:51:19,1300607015,1300607,帶皮腿扒,批發-加工,1108.5
2549819502882717700,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,金鷹寸骨|10KG (1K*10包),1,10,千克,520,,,14751281,已登记,2026-05-30 00:00:00,2026-05-29 15:01:02,1300111003,1300111,寸骨,批發-飛機,520
2549796851242500103,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (300克+/塊),1,15,千克,221.7,,,14752012,已登记,2026-05-30 00:00:00,2026-05-29 14:17:06,1300607015,1300607,帶皮腿扒,批發-飛機,221.7
2549757045485600774,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,遼寧欣城雞翅尖IQF|10KG,1,10,千克,97,,,14751086,已登记,2026-05-30 00:00:00,2026-05-29 12:59:52,1300627002,1300627,翅尖,批發-飛機,97
2549005391831760904,香港事业部,NFT00.002551,溢利食品(香港)有限公司,溢利,分销业务冻品水产部销售部,凌靖翔,中國紅布腸|20KG,2,40,千克,980,,,14750461,已登记,2026-05-29 00:00:00,2026-05-28 12:41:28,1300114011,1300114,熟食,批發-飛機,980
2548984209070358535,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,遼寧欣城雞翅尖IQF|10KG,1,10,千克,97,,,14749278,已登记,2026-05-29 00:00:00,2026-05-28 12:00:22,1300627002,1300627,翅尖,批發-飛機,97
2548978127396667401,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,遼寧欣城小雞胸肉 IQF|10KG,2,20,千克,242,,,14750429,已登记,2026-05-29 00:00:00,2026-05-28 11:48:33,1300613017,1300613,小胸肉,批發-飛機,242
2548977122374320132,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,1185.1,,,14750421,已登记,2026-05-29 00:00:00,2026-05-28 11:46:37,1300111003,1300111,寸骨,凍肉店,1185.1
2548977122374320132,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,1185.1,,,14750421,已登记,2026-05-29 00:00:00,2026-05-28 11:46:37,1300607015,1300607,帶皮腿扒,凍肉店,0
2548976701467525121,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,8,96,千克,1516.8,,,14750427,已登记,2026-05-29 00:00:00,2026-05-28 11:45:48,1300609001,1300609,去皮上腿肉,批發-飛機,1516.8
2548968326263996419,香港事业部,NFT00.003074,信隆(亞洲)有限公司,信隆,分销业务冻品水产部销售部,谭小君,華英煙熏鴨胸肉|10KG (220-240G/塊)日文包裝,10,100,千克,2080,,,14749239,已登记,2026-05-29 00:00:00,2026-05-28 11:29:32,1300904023,1300904,煙熏鴨胸,批發-加工,2080
2548956515121233925,香港事业部,NFT00.000759,天恆食品有限公司,天恆,分销业务冻品水产部销售部,岑美玉,中國梅肉|25KG,2,50,千克,1300,,,14749198,已登记,2026-05-28 00:00:00,2026-05-28 11:06:38,1300101040,1300101,一號肉,批發-飛機,1300
2548908316998238212,香港事业部,NFT00.000185,萬駿貿易公司,萬駿,分销业务冻品水产部销售部,岑美玉,中國梅肉|25KG,5,125,千克,3250,,,14749102,已登记,2026-05-28 00:00:00,2026-05-28 09:33:07,1300101040,1300101,一號肉,批發-加工,3250
2548907337728393217,香港事业部,NFT00.000169,福源食品有限公司,福源,分销业务冻品水产部销售部,罗展勤,西班牙Ready純鮮蘋果汁(接骨木花)_500ml,1,8,瓶,230,,,14750267,已登记,2026-05-28 00:00:00,2026-05-28 09:31:12,#N/A,#N/A,#N/A,批發-加工,230
2548907337728393217,香港事业部,NFT00.000169,福源食品有限公司,福源,分销业务冻品水产部销售部,罗展勤,西班牙Ready純鮮橙汁含果肉_500ml,1,8,瓶,230,,,14750267,已登记,2026-05-28 00:00:00,2026-05-28 09:31:12,#N/A,#N/A,#N/A,批發-加工,0
2548907019900813321,香港事业部,NFT00.000357,三明有限公司,三明,分销业务冻品水产部销售部,张淑燕,金鷹面精肉|25KG,8,200,千克,6520,,,14750265,已登记,2026-05-28 00:00:00,2026-05-28 09:30:36,1300109002,1300109,面精肉,批發-飛機,6520
2548906358475849731,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,遼寧欣城琵琶腿130-150G|10KG(10KG*1),1,10,千克,132,,,14750261,已关闭,2026-05-28 00:00:00,2026-05-28 09:29:18,1300624104,1300624,琵琶腿,凍肉店,132
2548900981194096647,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,遼寧欣城雞翅尖IQF|10KG,2,20,千克,194,,,14749077,已登记,2026-05-28 00:00:00,2026-05-28 09:18:55,1300627002,1300627,翅尖,凍肉店,194
2548416139498618884,香港事业部,NFT00.000140,聯合林記食品有限公司,聯合林記,分销业务冻品水产部销售部,莫艺生,河南去皮上腿肉|12KG,10,120,千克,1884,,,14749047,已登记,2026-05-28 00:00:00,2026-05-27 17:38:10,1300609001,1300609,去皮上腿肉,批發-加工,1884
2548407850229039110,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,遼寧欣城雞翅尖IQF|10KG,2,20,千克,194,,,14749048,已关闭,2026-05-28 00:00:00,2026-05-27 17:22:05,1300627002,1300627,翅尖,凍肉店,194
2548356765870718978,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,665.1,,,14748981,已登记,2026-05-28 00:00:00,2026-05-27 15:42:58,1300607015,1300607,帶皮腿扒,批發-飛機,665.1
2548259021004996616,香港事业部,NFT00.003074,信隆(亞洲)有限公司,信隆,分销业务冻品水产部销售部,谭小君,高峰法式羊排 8 支骨|20KG,2,40,千克,3720,,,14749785,已登记,2026-05-28 00:00:00,2026-05-27 12:33:18,1300501020,1300501,羊排,批發-加工,3720
2548214379114921991,香港事业部,NFT00.000185,萬駿貿易公司,萬駿,分销业务冻品水产部销售部,岑美玉,中國紅布腸|20KG,4,80,千克,1872,,,14749610,已登记,2026-05-27 00:00:00,2026-05-27 11:06:42,1300114011,1300114,熟食,批發-加工,1872
2548190275775758344,香港事业部,NFT00.000273,皇品有限公司,皇品,分销业务冻品水产部销售部,凌靖翔,河南華英凍鴨舌(無鬚)|10KG,1,10,千克,950,,,14748529,已登记,2026-05-27 00:00:00,2026-05-27 10:19:56,1300913005,1300913,鴨舌,批發-飛機,950
2548185989381095432,香港事业部,NFT00.000140,聯合林記食品有限公司,聯合林記,分销业务冻品水产部销售部,莫艺生,河南去皮上腿肉|12KG,10,120,千克,1884,,,14748517,已登记,2026-05-27 00:00:00,2026-05-27 10:11:37,1300609001,1300609,去皮上腿肉,批發-加工,1884
2548174538998284290,香港事业部,NFT00.000357,三明有限公司,三明,分销业务冻品水产部销售部,张淑燕,中國紅布腸|20KG,1,20,千克,468,,,14748642,已登记,2026-05-27 00:00:00,2026-05-27 09:49:23,1300114011,1300114,熟食,批發-飛機,468
2548172778078994441,香港事业部,NFT00.000357,三明有限公司,三明,分销业务冻品水产部销售部,张淑燕,高峰法式羊排 8 支骨|20KG,1,20,千克,1860,,,14748458,已登记,2026-05-27 00:00:00,2026-05-27 09:45:59,1300501020,1300501,羊排,批發-飛機,1860
2547491501759266821,香港事业部,NFT00.000169,福源食品有限公司,福源,分销业务冻品水产部销售部,罗展勤,遼寧欣城帶骨雞全腿 280-300G|15KG,5,75,千克,959.25,,,14747033,已登记,2026-05-26 00:00:00,2026-05-26 11:44:07,1300603040,1300603,帶骨全腿,批發-加工,959.25
2547485428675510276,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧欣城帶骨雞全腿 280-300G|15KG,1,15,千克,191.85,,,14747014,已登记,2026-05-27 00:00:00,2026-05-26 11:32:21,1300603040,1300603,帶骨全腿,批發-飛機,191.85
2547473394177146888,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,華英全淨膛鴨|12.8KG (1.6KG/只),1,12.8,千克,2155.78,,,14747993,已登记,2026-05-27 00:00:00,2026-05-26 11:09:00,1300901004,1300901,整鴨,凍肉店,2155.78
2547473394177146888,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,2155.78,,,14747993,已登记,2026-05-27 00:00:00,2026-05-26 11:09:00,1300111003,1300111,寸骨,凍肉店,0
2547473394177146888,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹面精肉|25KG,1,25,千克,2155.78,,,14747993,已登记,2026-05-27 00:00:00,2026-05-26 11:09:00,1300109002,1300109,面精肉,凍肉店,0
2547473394177146888,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,2155.78,,,14747993,已登记,2026-05-27 00:00:00,2026-05-26 11:09:00,1300607015,1300607,帶皮腿扒,凍肉店,0
2547464864389398534,香港事业部,NFT00.000169,福源食品有限公司,福源,分销业务冻品水产部销售部,罗展勤,遼寧銘川帶皮腿扒|15KG (300克+/塊),20,300,千克,4434,,,14747980,已登记,2026-05-26 00:00:00,2026-05-26 10:52:27,1300607015,1300607,帶皮腿扒,批發-加工,4434
2547428537556008969,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,16,192,千克,3033.6,,,14747815,已登记,2026-05-26 00:00:00,2026-05-26 09:41:57,1300609001,1300609,去皮上腿肉,批發-飛機,3033.6
2547425007075590149,香港事业部,NFT00.001901,福偉集團有限公司,福偉,分销业务冻品水产部销售部,谭小君,遼寧欣城帶骨雞全腿 280-300G|15KG,3,45,千克,565.65,,,14746873,已关闭,2026-05-26 00:00:00,2026-05-26 09:35:07,1300603040,1300603,帶骨全腿,批發-加工,565.65
2547420686355791873,香港事业部,NFT00.003177,翎凰凍肉有限公司,翎凰,分销业务冻品水产部销售部,凌靖翔,至尊梅肉|25KG,20,500,千克,18400,,,14746862,已登记,2026-05-27 00:00:00,2026-05-26 09:26:45,1300101043,1300101,一號肉,批發-加工,18400
2545281620843692036,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,3,75,千克,2505,,,14745026,已登记,2026-05-26 00:00:00,2026-05-23 12:16:24,1300109002,1300109,面精肉,批發-飛機,2505
2545218184176730119,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,1,25,千克,835,,,14744995,已登记,2026-05-23 00:00:00,2026-05-23 10:13:20,1300109002,1300109,面精肉,凍肉店,835
2545184795100971013,香港事业部,NFT00.000169,福源食品有限公司,福源,分销业务冻品水产部销售部,罗展勤,河南去皮上腿肉|12KG,30,360,千克,5664,,,14743518,已登记,2026-05-23 00:00:00,2026-05-23 09:08:30,1300609001,1300609,去皮上腿肉,批發-加工,5664
2545184769331167236,香港事业部,NFT00.000169,福源食品有限公司,福源,分销业务冻品水产部销售部,罗展勤,河南去皮上腿肉|12KG,30,360,千克,5664,,,14743516,已关闭,2026-05-23 00:00:00,2026-05-23 09:08:29,1300609001,1300609,去皮上腿肉,批發-加工,5664
2545170226571902977,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧盛佳康去皮雞胸肉|12KG,1,12,千克,141.6,,,14744845,已关闭,2026-05-23 00:00:00,2026-05-23 08:40:17,1300612031,1300612,去皮胸肉,批發-飛機,141.6
2544547172846141449,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,遼寧欣城雞翅尖IQF|10KG,1,10,千克,97,,,14744334,已登记,2026-05-23 00:00:00,2026-05-22 12:31:22,1300627002,1300627,翅尖,批發-飛機,97
2544537784047632387,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧欣城帶骨雞全腿 280-300G|15KG,1,15,千克,2405.55,,,14744307,已登记,2026-05-23 00:00:00,2026-05-22 12:13:10,1300603040,1300603,帶骨全腿,批發-飛機,2405.55
2544537784047632387,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (250克+/塊),10,150,千克,2405.55,,,14744307,已登记,2026-05-23 00:00:00,2026-05-22 12:13:10,1300607014,1300607,帶皮腿扒,批發-飛機,0
2544516489582477313,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧欣城帶骨雞全腿 300-320G|15KG,2,30,千克,1987.2,,,14744261,已登记,2026-05-26 00:00:00,2026-05-22 11:31:51,1300603041,1300603,帶骨全腿,凍肉店,1987.2
2544516489582477313,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,至尊梅肉|25KG,1,25,千克,1987.2,,,14744261,已登记,2026-05-26 00:00:00,2026-05-22 11:31:51,1300101043,1300101,一號肉,凍肉店,0
2544516489582477313,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,1987.2,,,14744261,已登记,2026-05-26 00:00:00,2026-05-22 11:31:51,1300607015,1300607,帶皮腿扒,凍肉店,0
2544515544706973696,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧欣城帶骨雞全腿 300-320G|15KG,2,30,千克,2320.6,,,14744259,已登记,2026-05-23 00:00:00,2026-05-22 11:30:02,1300603041,1300603,帶骨全腿,凍肉店,2320.6
